Process Arrival_Time Service_Time Priority
P3919 21513 7 3
P3920 21515 20 6
P3921 21524 4 8
P3922 21526 1 7
P3923 21532 13 1
P3924 21536 16 10
P3925 21541 16 3
P3926 21546 11 5
P3927 21556 20 6
P3928 21557 3 3
P3929 21559 15 6
P3930 21569 7 2
P3931 21571 1 10
P3932 21575 17 16
P3933 21584 13 7
P3934 21586 19 1
P3935 21592 7 12
P3936 21595 2 16
P3937 21603 3 5
P3938 21607 10 6
P3939 21612 12 14
P3940 21614 13 1
P3941 21617 18 10
P3942 21620 19 9
P3943 21629 13 20
P3944 21636 5 15
P3945 21645 16 2
P3946 21652 9 2
P3947 21659 7 10
P3948 21667 7 14
P3949 21670 1 13
P3950 21673 10 3
P3951 21683 15 4
P3952 21686 5 11
P3953 21691 19 4
P3954 21696 8 8
P3955 21699 16 4
P3956 21701 9 2
P3957 21704 18 6
P3958 21707 9 7
P3959 21714 3 7
P3960 21724 17 9
P3961 21730 10 9
P3962 21735 2 9
P3963 21744 14 14
P3964 21753 14 2
P3965 21760 9 7
P3966 21766 10 16
P3967 21772 8 18
P3968 21773 11 19
P3969 21775 6 2
P3970 21782 2 17
P3971 21783 16 9
P3972 21789 20 17
P3973 21798 3 12
P3974 21801 20 12
P3975 21803 8 4
P3976 21811 18 18
P3977 21817 10 10
P3978 21820 17 6
P3979 21828 1 2
P3980 21832 9 4
P3981 21838 11 15
P3982 21839 12 2
P3983 21840 12 15
P3984 21846 11 1
P3985 21850 12 8
P3986 21859 20 8
P3987 21867 3 2
P3988 21868 3 13
P3989 21872 20 18
P3990 21878 16 6
P3991 21881 20 3
P3992 21887 3 1
P3993 21888 12 19
P3994 21890 5 12
P3995 21897 5 8
P3996 21907 10 6
P3997 21913 4 13
P3998 21921 11 10
P3999 21926 1 20
P4000 21927 10 2
P4001 21933 18 16
P4002 21939 16 15
P4003 21948 7 5
P4004 21956 3 5
P4005 21960 17 7
P4006 21966 10 4
P4007 21975 5 11
P4008 21981 19 18
P4009 21989 20 17
P4010 21995 16 10
P4011 21996 3 9
P4012 22000 18 19
P4013 22006 16 8
P4014 22014 12 13
P4015 22024 20 12
P4016 22034 8 3
P4017 22042 14 9
P4018 22044 10 10
P4019 22045 12 13
P4020 22055 7 3
P4021 22064 4 5
P4022 22068 15 14
P4023 22071 15 6
P4024 22077 18 4
P4025 22084 7 9
P4026 22089 7 11
P4027 22094 17 8
P4028 22104 10 15
P4029 22114 5 9
P4030 22122 4 3
P4031 22132 19 8
P4032 22138 11 5
P4033 22144 12 10
P4034 22152 12 19
P4035 22155 5 5
P4036 22157 1 20
P4037 22167 12 1
P4038 22177 9 6
P4039 22185 12 1
P4040 22189 13 14
P4041 22197 9 6
P4042 22206 16 6
P4043 22208 6 2
P4044 22212 14 16
P4045 22215 15 18
P4046 22223 19 2
P4047 22230 16 17
P4048 22240 8 10
P4049 22242 13 11
P4050 22244 2 14
P4051 22248 12 12
P4052 22251 4 10
P4053 22258 3 5
P4054 22260 12 19
P4055 22261 4 13
P4056 22265 16 14
P4057 22266 20 12
P4058 22271 5 6
P4059 22277 10 3
P4060 22278 1 6
P4061 22281 13 19
P4062 22283 11 19
P4063 22287 20 2
P4064 22296 2 1
P4065 22305 20 2
P4066 22310 2 1
P4067 22318 18 17
P4068 22320 15 11
P4069 22324 3 7
P4070 22329 1 20
P4071 22339 1 6
P4072 22349 7 19
P4073 22357 1 10
P4074 22366 7 18
P4075 22370 19 5
P4076 22378 2 11
P4077 22387 1 10
P4078 22394 9 11
P4079 22395 1 16
P4080 22400 2 13
P4081 22402 14 6
P4082 22404 4 8
P4083 22406 16 3
P4084 22410 2 7
P4085 22418 16 12
P4086 22423 5 1
P4087 22424 11 19
P4088 22426 11 6
P4089 22429 18 7
P4090 22437 3 5
P4091 22441 4 17
P4092 22442 11 18
P4093 22445 15 3
P4094 22452 18 6
P4095 22461 2 20
P4096 22465 16 13
P4097 22475 1 18
P4098 22478 2 17
P4099 22483 13 1
P4100 22487 15 6
P4101 22491 6 17
P4102 22498 14 16
P4103 22501 13 15
P4104 22505 1 12
P4105 22512 13 10
P4106 22516 14 18
P4107 22517 4 18
P4108 22526 1 11
P4109 22528 2 19
P4110 22531 1 3
P4111 22534 1 13
P4112 22542 6 17
P4113 22543 9 5
P4114 22552 20 3
P4115 22559 18 3
P4116 22569 6 17
P4117 22574 9 11
P4118 22577 3 4
P4119 22582 20 5
P4120 22588 19 16
P4121 22596 11 17
P4122 22603 5 17
P4123 22613 7 12
P4124 22618 9 12
P4125 22628 16 13
P4126 22630 15 16
P4127 22631 19 12
P4128 22636 9 14
P4129 22645 7 3
P4130 22650 16 19
P4131 22656 9 6
P4132 22659 16 8
P4133 22666 14 7
P4134 22674 15 13
P4135 22678 2 15
P4136 22685 12 11
P4137 22686 9 20
P4138 22694 12 3
P4139 22696 15 2
P4140 22705 7 13
P4141 22708 9 15
P4142 22709 9 17
P4143 22717 14 6
P4144 22725 16 17
P4145 22730 6 10
P4146 22734 9 5
P4147 22740 4 19
P4148 22745 6 14
P4149 22755 10 17
P4150 22763 2 1
P4151 22773 16 9
P4152 22776 6 10
P4153 22779 15 5
P4154 22784 3 16
P4155 22788 3 10
P4156 22797 10 12
P4157 22800 7 4
P4158 22806 2 5
P4159 22813 13 2
P4160 22814 15 16
P4161 22815 19 9
P4162 22823 15 19
P4163 22832 11 11
P4164 22840 19 17
P4165 22841 3 9
P4166 22848 10 19
P4167 22853 17 10
P4168 22860 14 16
P4169 22863 20 8
P4170 22873 3 15
P4171 22877 2 4
P4172 22881 12 20
P4173 22882 18 4
P4174 22890 11 19
P4175 22899 15 5
P4176 22905 5 2
P4177 22912 15 11
P4178 22918 20 6
P4179 22926 8 15
P4180 22936 17 10
P4181 22941 4 4
P4182 22945 18 6
P4183 22949 9 17
P4184 22959 6 14
P4185 22965 19 16
P4186 22970 12 7
P4187 22973 4 2
P4188 22976 18 17
P4189 22979 17 1
P4190 22988 9 14
P4191 22993 6 16
P4192 22997 12 2
P4193 23007 17 15
P4194 23012 12 1
P4195 23015 20 13
P4196 23019 15 11
P4197 23020 16 2
P4198 23025 13 9
P4199 23026 15 9
P4200 23036 2 12
P4201 23045 7 20
P4202 23054 9 3
P4203 23055 3 20
P4204 23065 1 1
P4205 23067 6 15
P4206 23072 12 4
P4207 23075 19 14
P4208 23078 8 20
P4209 23085 11 5
P4210 23092 1 4
P4211 23102 8 12
P4212 23107 16 18
P4213 23115 19 2
P4214 23119 2 16
P4215 23127 1 9
P4216 23134 19 12
P4217 23141 3 14
P4218 23144 1 7
P4219 23147 10 20
P4220 23157 6 8
P4221 23159 18 8
P4222 23162 18 5
P4223 23166 12 8
P4224 23174 3 5
P4225 23176 12 11
P4226 23179 15 5
P4227 23185 8 3
P4228 23190 8 11
P4229 23200 18 11
P4230 23201 1 13
P4231 23206 10 7
P4232 23207 9 19
P4233 23212 1 2
P4234 23213 16 20
P4235 23223 8 6
P4236 23225 18 15
P4237 23230 1 4
P4238 23236 16 4
P4239 23245 20 11
P4240 23251 13 10
P4241 23260 8 4
P4242 23265 8 20
P4243 23272 19 13
P4244 23278 13 6
P4245 23287 2 8
P4246 23293 11 4
P4247 23301 18 7
P4248 23307 15 9
P4249 23309 10 7
P4250 23310 15 18
P4251 23311 5 9
P4252 23316 8 8
P4253 23317 9 5
P4254 23325 15 19
P4255 23330 18 9
P4256 23340 9 20
P4257 23347 5 11
P4258 23355 12 11
P4259 23358 19 1
P4260 23359 2 20
P4261 23369 1 4
P4262 23376 9 6
P4263 23385 20 4
P4264 23394 9 16
P4265 23399 3 3
P4266 23400 9 16
P4267 23405 3 7
P4268 23406 17 11
P4269 23414 19 19
P4270 23416 6 11
P4271 23421 1 18
P4272 23424 1 4
P4273 23426 15 7
P4274 23429 1 6
P4275 23435 8 18
P4276 23445 3 1
P4277 23447 6 14
P4278 23457 17 20
P4279 23460 14 17
P4280 23465 16 12
P4281 23466 1 3
P4282 23473 11 14
P4283 23477 6 8
P4284 23483 11 6
P4285 23489 2 12
P4286 23492 18 5
P4287 23495 12 20
P4288 23505 12 8
P4289 23506 15 8
P4290 23512 2 16
P4291 23516 13 15
P4292 23517 6 20
P4293 23523 12 1
P4294 23525 7 20
P4295 23533 16 9
P4296 23539 5 20
P4297 23545 13 15
P4298 23549 11 9
P4299 23552 11 19
P4300 23557 20 1
P4301 23558 2 3
P4302 23567 20 9
P4303 23569 14 18
P4304 23575 11 8
P4305 23578 15 20
P4306 23580 11 7
P4307 23586 17 3
P4308 23591 18 19
P4309 23593 2 8
P4310 23600 12 10
P4311 23610 16 18
P4312 23617 18 19
P4313 23618 11 17
P4314 23623 16 5
P4315 23630 3 2
P4316 23633 16 13
P4317 23642 6 12
P4318 23643 4 13
P4319 23652 18 12
P4320 23654 2 17
P4321 23656 15 6
P4322 23660 11 18
P4323 23667 7 10
P4324 23677 19 19
P4325 23683 7 18
P4326 23693 13 3
P4327 23695 9 17
P4328 23703 5 15
P4329 23713 2 18
P4330 23719 17 6
P4331 23721 20 4
P4332 23725 18 20
P4333 23735 1 10
P4334 23745 8 18
P4335 23749 11 4
P4336 23757 15 15
P4337 23761 20 1
P4338 23765 20 13
P4339 23766 1 9
P4340 23773 7 2
P4341 23778 3 17
P4342 23788 12 20
P4343 23798 7 15
P4344 23806 15 7
P4345 23809 1 14
P4346 23810 1 5
P4347 23819 13 1
P4348 23821 1 2
P4349 23831 5 2
P4350 23834 4 9
P4351 23835 16 9
P4352 23844 15 18
P4353 23849 5 13
P4354 23856 5 14
P4355 23861 11 13
P4356 23870 2 2
P4357 23877 11 6
P4358 23886 8 3
P4359 23894 13 8
P4360 23904 10 15
P4361 23913 3 4
P4362 23915 10 18
P4363 23920 10 20
P4364 23923 20 9
P4365 23924 2 10
P4366 23932 3 18
P4367 23935 12 15
P4368 23942 17 12
P4369 23950 12 3
P4370 23952 18 17
P4371 23960 20 11
P4372 23970 17 16
P4373 23974 16 19
P4374 23977 5 4
P4375 23985 9 3
P4376 23993 9 10
P4377 24000 2 14
P4378 24009 5 9
P4379 24015 17 3
P4380 24022 1 12
P4381 24025 2 3
P4382 24027 8 12
P4383 24033 6 4
P4384 24034 2 11
P4385 24036 20 12
P4386 24041 5 1
P4387 24050 7 16
P4388 24059 13 17
P4389 24060 20 18
P4390 24067 4 4
P4391 24073 19 11
P4392 24080 19 11
P4393 24086 3 16
P4394 24095 12 7
P4395 24102 13 14
P4396 24104 16 19
P4397 24106 17 12
P4398 24107 9 17
P4399 24115 5 7
P4400 24116 14 9
P4401 24123 13 14
P4402 24130 2 8
P4403 24134 18 2
P4404 24135 9 17
P4405 24143 6 20
P4406 24145 2 16
P4407 24146 13 6
P4408 24156 7 16
P4409 24160 7 17
P4410 24167 9 20
P4411 24168 5 20
P4412 24174 20 4
P4413 24183 6 12
P4414 24191 2 17
P4415 24193 8 19
P4416 24203 15 6
P4417 24212 5 4
P4418 24217 3 1
P4419 24224 9 8
P4420 24233 10 7
P4421 24234 9 6
P4422 24243 13 7
P4423 24252 15 17
P4424 24254 17 13
P4425 24263 2 12
P4426 24264 13 8
P4427 24269 13 11
P4428 24272 20 15
P4429 24277 16 12
P4430 24287 6 3
P4431 24291 18 20
P4432 24294 14 2
P4433 24295 15 14
P4434 24298 12 16
P4435 24300 11 5
P4436 24305 9 14
P4437 24308 13 9
P4438 24310 8 18
P4439 24312 7 17
P4440 24317 14 4
P4441 24325 12 19
P4442 24328 9 4
P4443 24333 7 14
P4444 24338 19 18
P4445 24340 13 12
P4446 24345 11 18
P4447 24347 6 16
P4448 24354 18 20
P4449 24362 19 17
P4450 24364 7 12
P4451 24365 19 16
P4452 24369 5 1
P4453 24373 11 10
P4454 24376 19 10
P4455 24378 1 2
P4456 24382 14 10
P4457 24384 6 14
P4458 24390 9 9
P4459 24392 10 9
P4460 24397 20 8
P4461 24404 4 13
P4462 24405 5 17
P4463 24406 11 11
P4464 24407 7 16
P4465 24413 7 18
P4466 24414 7 11
P4467 24417 16 16
P4468 24419 3 6
P4469 24420 4 6
P4470 24429 19 5
P4471 24432 11 11
P4472 24435 13 15
P4473 24444 20 15
P4474 24454 17 8
P4475 24455 6 3
P4476 24459 17 5
P4477 24464 10 14
P4478 24469 7 2
P4479 24475 12 11
P4480 24476 16 8
P4481 24484 10 15
P4482 24490 20 17
P4483 24492 12 8
P4484 24501 16 14
P4485 24508 2 2
P4486 24515 5 2
P4487 24521 13 18
P4488 24522 16 17
P4489 24523 9 6
P4490 24526 10 10
P4491 24532 8 2
P4492 24538 18 7
P4493 24544 4 17
P4494 24545 20 9
P4495 24552 9 11
P4496 24553 15 3
P4497 24561 4 4
P4498 24567 17 20
P4499 24577 3 7
P4500 24581 6 6
P4501 24583 3 14
P4502 24586 15 13
P4503 24589 9 4
P4504 24591 20 9
P4505 24600 3 18
P4506 24607 4 20
P4507 24608 13 18
P4508 24615 19 14
P4509 24620 9 13
P4510 24622 14 9
P4511 24631 19 7
P4512 24633 20 15
P4513 24637 20 2
P4514 24645 7 3
P4515 24651 12 9
P4516 24656 17 11
P4517 24659 9 10
P4518 24669 12 16
P4519 24679 11 6
P4520 24682 11 10
P4521 24686 3 14
P4522 24693 3 3
P4523 24703 8 14
P4524 24709 9 8
P4525 24716 13 14
P4526 24721 17 1
P4527 24728 6 4
P4528 24732 1 6
P4529 24739 15 2
P4530 24749 16 19
P4531 24757 17 7
P4532 24764 3 18
P4533 24772 4 3
P4534 24780 20 6
P4535 24783 1 8
P4536 24790 15 13
P4537 24798 15 9
P4538 24800 12 4
P4539 24801 2 8
P4540 24811 3 16
P4541 24817 3 18
P4542 24826 3 3
P4543 24832 1 16
P4544 24834 18 12
P4545 24835 19 18
P4546 24838 20 16
P4547 24846 14 17
P4548 24847 15 15
P4549 24849 12 5
P4550 24850 12 2
P4551 24854 11 5
P4552 24862 1 11
P4553 24871 9 13
P4554 24876 3 4
P4555 24878 16 16
P4556 24886 2 2
P4557 24889 10 1
P4558 24898 17 19
P4559 24901 7 7
P4560 24906 5 1
P4561 24913 20 1
P4562 24923 5 11
P4563 24927 18 7
P4564 24931 13 13
P4565 24939 20 15
P4566 24944 17 20
P4567 24948 19 4
P4568 24952 7 7
P4569 24954 1 1
P4570 24956 7 12
P4571 24965 16 16
P4572 24973 15 12
P4573 24976 4 1
P4574 24977 20 4
P4575 24979 4 14
P4576 24983 11 9
P4577 24985 11 2
P4578 24986 7 15
P4579 24993 12 11
P4580 24999 15 7
P4581 25002 20 16
P4582 25008 17 10
P4583 25013 5 8
P4584 25020 12 18
P4585 25030 15 2
P4586 25038 7 5
P4587 25047 1 8
P4588 25052 11 17
P4589 25061 5 14
P4590 25069 20 5
P4591 25071 9 11
P4592 25079 20 18
P4593 25085 2 9
P4594 25092 16 6
P4595 25097 7 15
P4596 25099 8 12
P4597 25107 18 11
P4598 25110 3 7
P4599 25117 15 15
P4600 25118 7 13
P4601 25124 12 17
P4602 25130 14 12
P4603 25131 3 6
P4604 25135 7 9
P4605 25140 19 6
P4606 25148 7 16
P4607 25158 2 18
P4608 25168 17 2
P4609 25169 13 11
P4610 25171 8 20
P4611 25179 1 20
P4612 25184 16 19
P4613 25186 17 11
P4614 25192 7 15
P4615 25195 9 1
P4616 25200 11 15
P4617 25206 4 14
P4618 25216 11 2
P4619 25223 16 18
P4620 25225 6 10
P4621 25233 6 12
P4622 25234 13 5
P4623 25241 10 4
P4624 25246 9 14
P4625 25253 14 13
P4626 25258 16 15
P4627 25261 6 20
P4628 25268 9 6
P4629 25278 4 19
P4630 25282 14 19
P4631 25283 14 17
P4632 25291 16 16
P4633 25301 10 16
P4634 25303 5 13
P4635 25307 3 19
P4636 25309 9 20
P4637 25310 5 8
P4638 25319 17 3
P4639 25323 5 19
P4640 25331 19 16
P4641 25340 1 1
P4642 25347 15 7
P4643 25353 9 18
P4644 25359 10 6
P4645 25360 2 10
P4646 25370 17 8
P4647 25375 8 10
P4648 25377 15 7
P4649 25384 13 5
P4650 25387 11 15
P4651 25388 19 19
P4652 25392 6 1
P4653 25398 10 13
P4654 25402 6 13
P4655 25411 16 19
P4656 25421 5 20
P4657 25427 3 14
P4658 25429 7 2
P4659 25438 1 1
P4660 25441 7 12
P4661 25444 18 3
P4662 25445 10 8
P4663 25452 14 7
P4664 25462 20 18
P4665 25465 3 1
P4666 25472 4 17
P4667 25478 4 5
P4668 25488 19 5
P4669 25492 1 9
P4670 25497 2 9
P4671 25498 15 5
P4672 25502 14 15
P4673 25512 10 20
P4674 25515 11 16
P4675 25516 20 20
P4676 25517 10 4
P4677 25524 16 16
P4678 25534 16 7
P4679 25535 20 7
P4680 25543 3 18
P4681 25552 1 11
P4682 25556 6 17
P4683 25566 12 14
P4684 25570 8 18
P4685 25580 17 19
P4686 25586 17 20
P4687 25593 14 15
P4688 25596 18 10
P4689 25598 2 5
P4690 25599 3 7
P4691 25603 10 10
P4692 25605 18 6
P4693 25608 1 6
P4694 25617 11 15
P4695 25623 13 12
P4696 25629 5 19
P4697 25631 16 1
P4698 25632 14 5
P4699 25640 18 6
P4700 25645 16 11
P4701 25653 4 19
P4702 25659 13 7
P4703 25669 2 12
P4704 25670 16 18
P4705 25678 16 4
P4706 25681 17 3
P4707 25685 10 3
P4708 25693 6 7
P4709 25700 2 19
P4710 25702 4 3
P4711 25704 11 10
P4712 25710 3 7
P4713 25712 9 3
P4714 25716 10 6
P4715 25724 6 15
P4716 25729 10 15
P4717 25736 6 11
P4718 25746 19 6
P4719 25750 7 12
P4720 25755 6 16
P4721 25759 11 4
P4722 25768 5 15
P4723 25769 11 12
P4724 25770 10 11
P4725 25778 17 9
P4726 25784 20 6
P4727 25791 17 20
P4728 25793 19 3
P4729 25800 9 4
P4730 25805 16 18
P4731 25811 5 6
P4732 25812 9 18
P4733 25816 18 15
P4734 25817 4 7
P4735 25825 17 5
P4736 25835 4 6
P4737 25840 5 4
P4738 25846 13 12
P4739 25849 4 5
P4740 25855 17 1
P4741 25861 9 17
P4742 25862 13 4
P4743 25863 19 17
P4744 25873 15 10
P4745 25881 16 7
P4746 25890 9 19
P4747 25892 16 11
P4748 25896 3 3
P4749 25897 10 1
P4750 25905 4 6
P4751 25906 1 3
P4752 25913 1 3
P4753 25915 9 20
P4754 25916 17 12
P4755 25917 11 6
P4756 25927 8 3
P4757 25929 9 1
P4758 25936 15 14
P4759 25946 12 8
P4760 25950 4 13
P4761 25956 13 6
P4762 25962 2 10
P4763 25970 6 4
P4764 25972 17 8
P4765 25980 6 5
P4766 25990 17 3
P4767 26000 8 20
P4768 26006 11 18
P4769 26007 2 1
P4770 26011 11 20
P4771 26018 4 16
P4772 26020 8 2
P4773 26021 16 3
P4774 26024 11 6
P4775 26033 2 16
P4776 26037 16 1
P4777 26044 11 5
P4778 26046 16 9
P4779 26054 16 4
P4780 26062 16 12
P4781 26071 4 1
P4782 26077 3 2
P4783 26081 7 19
P4784 26082 5 11
P4785 26092 20 12
P4786 26095 10 7
P4787 26102 2 16
P4788 26111 15 15
P4789 26121 2 7
P4790 26127 10 4
P4791 26135 8 11
P4792 26141 2 17
P4793 26149 17 7
P4794 26155 16 3
P4795 26161 3 16
P4796 26171 8 6
P4797 26173 12 20
P4798 26179 13 9
P4799 26182 10 15
P4800 26190 7 19
P4801 26200 14 15
P4802 26207 19 9
P4803 26217 11 8
P4804 26223 17 19
P4805 26225 16 13
P4806 26227 5 13
P4807 26234 2 1
P4808 26240 9 9
P4809 26241 13 10
P4810 26243 19 10
P4811 26252 17 1
P4812 26255 8 14
P4813 26258 5 10
P4814 26265 6 17
P4815 26271 9 8
P4816 26274 16 3
P4817 26279 14 10
P4818 26280 18 12
P4819 26290 11 3
P4820 26297 16 7
P4821 26299 3 14
P4822 26305 2 2
P4823 26309 3 1
P4824 26316 4 20
P4825 26322 16 6
P4826 26328 6 3
P4827 26332 1 10
P4828 26342 14 15
P4829 26346 2 14
P4830 26354 4 19
P4831 26364 13 16
P4832 26373 7 13
P4833 26383 15 2
P4834 26391 4 20
P4835 26394 10 20
P4836 26400 7 3
P4837 26405 1 2
P4838 26413 1 17
P4839 26420 5 6
P4840 26421 19 9
P4841 26427 4 2
P4842 26428 5 20
P4843 26431 19 3
P4844 26440 19 10
P4845 26445 17 18
P4846 26449 3 11
P4847 26457 7 10
P4848 26461 17 16
P4849 26465 4 8
P4850 26468 3 12
P4851 26478 20 1
P4852 26486 13 6
P4853 26496 1 13
P4854 26498 18 14
P4855 26503 16 7
P4856 26512 15 6
P4857 26522 3 16
P4858 26525 19 4
P4859 26528 13 7
P4860 26537 16 5
P4861 26547 5 13
P4862 26549 10 19
P4863 26557 20 10
P4864 26565 20 3
P4865 26573 9 14
P4866 26581 11 10
P4867 26590 15 12
P4868 26595 2 19
P4869 26602 6 16
P4870 26606 17 14
P4871 26608 6 6
P4872 26616 8 15
P4873 26626 17 8
P4874 26632 8 14
P4875 26639 14 4
P4876 26645 1 8
P4877 26650 7 7
P4878 26660 3 17
P4879 26667 1 10
P4880 26673 5 5
P4881 26682 1 15
P4882 26686 18 13
P4883 26696 12 5
P4884 26701 20 13
P4885 26708 15 3
P4886 26714 20 15
P4887 26722 18 4
P4888 26724 6 10
P4889 26733 17 13
P4890 26734 13 13
P4891 26742 1 2
P4892 26743 1 8
P4893 26747 20 6
P4894 26750 10 7
P4895 26760 7 6
P4896 26766 12 9
P4897 26770 13 6
P4898 26779 12 5
P4899 26789 12 16
P4900 26794 7 15
P4901 26804 16 5
P4902 26812 6 12
P4903 26813 13 2
P4904 26820 6 3
P4905 26830 14 2
P4906 26832 18 4
P4907 26836 18 11
P4908 26839 11 3
P4909 26846 19 6
P4910 26848 18 9
P4911 26854 11 15
P4912 26857 11 19
P4913 26866 18 11
P4914 26870 11 1
P4915 26873 15 8
P4916 26874 13 20
P4917 26877 10 1
P4918 26882 6 8
P4919 26891 11 4
P4920 26898 9 9
P4921 26903 15 17
P4922 26912 10 13
P4923 26914 15 3
P4924 26924 14 1
P4925 26930 16 17
P4926 26940 6 6
P4927 26944 19 10
P4928 26948 2 1
P4929 26953 11 16
P4930 26957 7 7
P4931 26958 3 16
P4932 26964 5 10
P4933 26972 10 18
P4934 26981 4 15
P4935 26984 10 9
P4936 26994 17 2
P4937 26996 7 18
P4938 27003 4 17
P4939 27012 3 9
P4940 27017 4 4
P4941 27027 14 11
P4942 27029 20 20
P4943 27033 5 6
P4944 27035 15 9
P4945 27041 6 4
P4946 27050 6 10
P4947 27056 6 12
P4948 27061 6 17
P4949 27069 18 15
P4950 27070 1 19
P4951 27071 14 4
P4952 27072 17 2
P4953 27082 17 4
P4954 27084 7 6
P4955 27091 17 15
P4956 27095 2 20
P4957 27102 8 18
P4958 27111 16 15
P4959 27112 18 13
P4960 27118 6 16
P4961 27120 10 10
P4962 27126 16 6
P4963 27132 10 9
P4964 27140 12 9
P4965 27143 5 3
P4966 27147 18 19
P4967 27152 12 3
P4968 27157 16 4
P4969 27167 7 17
P4970 27173 18 3
P4971 27174 13 8
P4972 27180 9 19
P4973 27190 16 1
P4974 27198 4 2
P4975 27206 19 10
P4976 27209 2 12
P4977 27211 7 9
P4978 27218 3 6
P4979 27220 19 4
P4980 27221 13 15
P4981 27231 2 17
P4982 27234 13 7
P4983 27238 15 6
P4984 27244 16 10
P4985 27252 10 1
P4986 27260 20 7
P4987 27264 13 1
P4988 27272 9 20
P4989 27281 10 8
P4990 27289 5 16
P4991 27299 13 20
P4992 27305 9 1
P4993 27312 11 17
P4994 27321 2 8
P4995 27325 7 11
P4996 27327 13 11
P4997 27336 12 4
P4998 27346 2 9
P4999 27348 9 9
P5000 27355 19 16
P5001 27365 19 7
P5002 27372 12 5
P5003 27382 16 19
P5004 27390 8 19
P5005 27396 16 6
P5006 27401 4 4
P5007 27404 14 15
P5008 27405 14 16
P5009 27406 1 15
P5010 27413 17 8
P5011 27417 3 4
P5012 27420 14 16
P5013 27421 10 11
P5014 27425 10 4
P5015 27428 2 9
P5016 27438 17 17
P5017 27445 3 5
P5018 27454 20 4
P5019 27464 6 13
P5020 27465 15 6
P5021 27472 14 1
P5022 27480 4 12
P5023 27488 8 1
P5024 27495 2 13
P5025 27505 1 16
P5026 27509 10 12
P5027 27514 12 20
P5028 27519 15 5
P5029 27525 16 12
P5030 27528 14 7
P5031 27537 17 1
P5032 27538 2 15
P5033 27548 11 16
P5034 27555 17 3
P5035 27560 5 7
P5036 27569 3 8
P5037 27576 15 8
P5038 27584 6 20
P5039 27588 8 9
P5040 27590 14 12
P5041 27593 13 19
P5042 27600 5 19
P5043 27609 18 5
P5044 27616 7 9
P5045 27626 12 20
P5046 27636 8 6
P5047 27638 19 14
P5048 27647 17 2
P5049 27654 15 4
P5050 27664 5 17
P5051 27666 20 12
P5052 27670 5 13
P5053 27672 14 15
P5054 27674 3 7
P5055 27684 4 7
P5056 27685 9 15
P5057 27687 5 1
P5058 27694 13 2
P5059 27704 8 14
P5060 27713 10 14
P5061 27715 9 9
P5062 27720 15 15
P5063 27725 14 14
P5064 27726 13 20
P5065 27733 18 3
P5066 27738 18 17
P5067 27746 18 14
P5068 27750 18 11
P5069 27755 9 20
P5070 27756 7 8
P5071 27757 14 13
P5072 27759 15 9
P5073 27763 7 2
P5074 27770 11 1
P5075 27779 9 6
P5076 27781 14 5
P5077 27791 13 5
P5078 27801 6 9
P5079 27809 7 11
P5080 27814 10 5
P5081 27824 7 10
P5082 27828 13 18
P5083 27837 3 8
P5084 27845 18 18
P5085 27847 11 11
P5086 27852 16 9
P5087 27853 7 6
P5088 27857 19 17
P5089 27867 6 10
P5090 27868 16 5
P5091 27878 19 12
P5092 27888 7 19
P5093 27898 6 5
P5094 27904 1 15
P5095 27911 9 5
P5096 27914 13 12
P5097 27922 20 5
P5098 27927 11 15
P5099 27933 4 11
P5100 27936 11 20
P5101 27944 16 2
P5102 27949 15 6
P5103 27954 9 18
P5104 27958 7 2
P5105 27961 10 3
P5106 27966 11 1
P5107 27973 10 16
P5108 27978 10 5
P5109 27985 8 18
P5110 27990 17 5
P5111 27998 4 19
P5112 28006 19 19
P5113 28008 10 3
P5114 28010 9 15
P5115 28017 19 12
P5116 28019 18 20
P5117 28028 11 12
P5118 28030 16 2
P5119 28040 7 19
P5120 28049 2 11
P5121 28053 9 20
P5122 28062 18 15
P5123 28072 17 19
P5124 28078 13 8
P5125 28082 15 13
P5126 28092 7 13
P5127 28093 6 20
P5128 28100 2 6
P5129 28107 6 3
P5130 28117 4 6
P5131 28118 20 2
P5132 28122 20 18
P5133 28130 19 13
P5134 28131 9 20
P5135 28138 19 20
P5136 28144 5 12
P5137 28152 3 9
P5138 28162 17 11
P5139 28171 10 5
P5140 28172 20 8
P5141 28180 19 7
P5142 28187 9 6
P5143 28190 7 14
P5144 28200 8 4
P5145 28210 17 11
P5146 28218 9 13
P5147 28219 4 13
P5148 28224 18 12
P5149 28226 14 8
P5150 28229 7 14
P5151 28238 10 13
P5152 28242 17 18
P5153 28249 2 15
P5154 28258 6 15
P5155 28263 6 18
P5156 28265 4 20
P5157 28267 13 9
P5158 28268 7 4
P5159 28276 10 14
P5160 28282 14 3
P5161 28283 20 18
P5162 28287 13 16
P5163 28291 4 4
P5164 28299 13 18
P5165 28300 12 7
P5166 28301 15 1
P5167 28311 2 4
P5168 28321 17 6
P5169 28331 13 19
P5170 28336 4 19
P5171 28338 10 7
P5172 28344 3 15
P5173 28345 18 16
P5174 28354 10 4
P5175 28356 20 13
P5176 28361 18 19
P5177 28371 7 13
P5178 28378 8 10
P5179 28381 18 5
P5180 28385 13 14
P5181 28389 16 17
P5182 28395 17 2
P5183 28402 14 12
P5184 28408 5 6
P5185 28409 20 7
P5186 28415 11 17
P5187 28417 2 13
P5188 28427 16 12
P5189 28429 12 20
